#"Step","Potential Energy (kJ/mole)","Temperature (K)"
51500,83.35651636426027,342.12345199887346
52000,97.90759202358822,266.19906526247695
52500,95.5729004200175,302.23592265696135
53000,87.88958513940452,344.2689856854163
53500,88.03100760469715,249.25567210617098
54000,75.83713700848693,350.5693444013339
54500,98.40639071179248,289.44165383435524
55000,94.0103511769712,239.6936412291884
55500,81.3597009469886,300.83470061554885
56000,75.43724540497715,241.00982106978935
56500,82.7047392307768,306.523572770396
57000,96.98805915245975,293.63323873155144
57500,103.79158028021129,218.8814471513857
58000,91.97496347606648,250.23006824768984
58500,93.34165350274816,277.93791749735664
59000,101.26850168053716,298.1733754046347
59500,95.58641855585302,315.6881389590546
60000,101.49754907931856,385.7235058958945
60500,100.97427131460427,347.4894156840314
61000,96.50634316444666,241.97348656445874
61500,101.48423696659736,252.445298744441
62000,94.66145402534761,290.266478619405
62500,81.00429407020602,320.03303554472325
63000,83.8870778116725,379.71614964721823
63500,104.10940823094825,312.861940094666
64000,100.56497257947922,237.39080245472294
64500,90.86684974305535,253.1278200880684
65000,85.84373743456126,261.8425968727144
65500,88.23418186737035,299.123350328136
66000,82.2378007681491,330.1674570469308
66500,93.26996060999227,281.2485366107489
67000,77.5529646010691,414.5308285319263
67500,75.39312199763663,312.10484581760903
68000,89.6769631161228,325.4544601094107
68500,83.15851507530442,297.77701997894064
69000,82.70398504822151,269.810430379881
69500,66.39246033719064,373.965243823324
70000,77.19027644276866,259.5201740716542
70500,75.33562961091229,277.991659006557
71000,75.62411025812617,281.4614493287055
71500,69.93547374780974,266.010312626353
72000,73.19362120733422,368.5314578987006
72500,75.5443161122239,228.87998616914734
73000,57.03718322631903,284.77189720994613
73500,81.7555950437818,207.33648959701418
74000,81.74470901498717,214.4381491599041
74500,78.8086565682097,315.7931236993464
75000,99.52580798367853,239.31297426335956
75500,66.95478025568445,343.24694343816094
76000,83.86138518137886,240.61752103167018
76500,77.48600380111105,325.078178328132
77000,91.40800507977656,194.82113710844115
77500,84.68929042265518,205.01640310415166
78000,74.95543389106024,294.68284056501244
78500,93.23215972240905,179.23651597642828
79000,92.05502700562283,235.46179979395603
79500,80.80072775433655,265.14171521868593
80000,82.41188917324689,264.55285848926445
80500,79.59794668912582,288.58740822638936
81000,72.88292348536197,276.39846922197796
81500,75.19944896912239,303.9781741023341
82000,80.4216875119704,318.4039011507698
82500,79.05019557806986,282.6361641155042
83000,80.39454015603405,237.17254290017806
83500,75.49803919190981,201.313273097276
84000,66.04640741282492,215.02487811807265
84500,69.50942795270726,235.66914874614895
85000,73.8449295716987,276.3964408686954
85500,67.7904068880448,335.91364083955347
86000,87.726041844322,281.4255465424225
86500,77.94859034410547,389.3340405596335
87000,89.22762495472125,286.44606253330403
87500,91.07126693043392,341.6181524242743
88000,78.50825053194603,430.46415544501417
88500,89.57608573323031,298.92617947720925
89000,87.65508187327941,257.85352976609704
89500,92.33886977060911,249.87508389259412
90000,90.80468408342858,303.26401341613035
90500,86.32867418084425,307.76953511588437
91000,74.40854587289519,251.79702626505096
91500,75.55376791882554,272.6115731600895
92000,75.889248221265,286.2195927959399
92500,81.5379265693482,222.6089657964098
93000,73.93555664083215,331.3128822388189
93500,103.26168683952778,241.24268049204997
94000,103.32463973524835,318.3074172877235
94500,114.05239671593006,328.43482833692394
95000,102.3262197005588,411.46961563027645
95500,82.37174314262347,388.7148400209664
96000,83.70849067410927,302.29026348017754
96500,74.34337824891554,354.0873244290258
97000,87.50588071765378,255.10974970436996
97500,78.90932088749696,306.82878557649275
98000,61.74503665073689,290.44735335762766
98500,65.66437739745288,260.7693167559804
99000,62.101980323232965,218.59078770008026
99500,85.29153370467247,185.30395581039136
100000,71.83827489144733,257.2545159435591
100500,70.7919832044703,240.5813896018464
101000,83.02684325224254,154.69259295748904
101500,86.32633444068779,217.32142876088426
102000,82.88048804645405,266.6760514815663
102500,83.38570851345867,297.1472645394625
103000,91.03043065159727,222.99275903749836
103500,88.67181699676439,244.00039036519814
104000,90.45767795517895,254.9223585983746
104500,100.68833816357073,229.89680527963466
105000,97.559949001501,250.10664440553003
105500,94.42518912767991,305.9990040297237
106000,109.52277152547055,191.83514064087592
106500,70.64967285830062,263.2032673432661
107000,73.606596237556,258.8899734104232
107500,68.64510923469788,314.75757297153416
108000,73.98472055297952,303.4682854158388
108500,70.45821937071278,366.94979116445603
109000,81.23614294245897,262.3391563876412
109500,85.69632466259183,304.4501786013279
110000,65.91570659069112,458.09962201474764
110500,91.94395251057085,345.6803138859935
111000,108.50410005069352,436.62985473832316
111500,84.14607809148583,552.8323729783225
112000,134.1634277771149,283.38148185897506
112500,105.13546872328425,336.7389328445358
113000,88.76675392723064,278.6384063524858
113500,77.60180628976309,379.2452277740595
114000,88.12091682723985,316.54962520577266
114500,89.09247137210309,265.4030065740769
115000,67.10537501144427,384.2975827386582
115500,97.2257123859888,267.6775189681677
116000,82.34698960336618,281.5717851084535
116500,105.00687410720275,159.38474866618571
117000,83.32573691034167,215.47012273838922
117500,70.32708070244553,234.8812435757148
118000,97.81276382464739,253.8619009999319
118500,92.00938407190188,272.9614912336888
119000,85.17423920402553,222.7053642265798
119500,89.40057396754855,269.0541253038899
120000,87.92645087264282,319.18551705003233
120500,81.05982743713321,323.3397357195786
121000,103.56505600456148,288.6892926531201
121500,79.70599791855057,355.0812550604641
122000,95.57750693777507,293.49456881843275
122500,83.02906390502085,276.43984957311227
123000,70.80513955932895,315.0973095838261
123500,109.61562373637548,241.30118306849153
124000,98.0766379016859,389.94411855662986
124500,93.98890477832902,375.7497273542419
125000,88.66973183280788,325.80002632667066
125500,85.40510950948783,357.42985575739385
126000,91.14480733179244,221.08747501477436
126500,84.15558498621976,275.2160871592409
127000,81.58054300173717,300.82284211748083
127500,95.16707363469322,301.55009131464556
128000,86.94520956589986,294.87659240799434
128500,78.18932894874888,309.37429518291606
129000,96.46586252094266,310.598707175719
129500,90.62505585875442,320.6700833361121
130000,82.45466098497968,346.13008624842576
130500,84.37325885607379,209.21764909539866
131000,71.1467847398277,289.946523602685
131500,84.42984217635785,347.6143163438994
132000,76.04577603852977,337.1798537121311
132500,104.54376011268869,209.58282653147452
133000,80.54909171536025,421.36409582608076
133500,101.96201285949064,272.2132046364217
134000,96.09408018091926,199.68554374527508
134500,65.67522185226153,262.17887512213554
135000,76.05538750703272,256.8872323107929
135500,87.57344159727018,169.73520149997145
136000,67.85165859227072,190.22886923248814
136500,58.32230693660159,198.7864494093793
137000,73.90119905778147,229.67832871439592
137500,78.70498315582518,321.9710246606489
138000,78.62086168288351,230.31961192778394
138500,76.45786721615877,282.893601169504
139000,69.42714972333292,294.2752421641615
139500,69.6495009138016,375.4611706019022
140000,96.70113295042393,280.26841480685033
140500,73.53234082674317,378.06528913106473
141000,103.29995595551986,291.29634155980824
141500,88.7573111227357,278.59120169546065
142000,91.93679498115671,237.0581711058032
142500,85.62261473608841,313.7021999679844
143000,83.93864101199779,237.03831193292493
143500,80.54614861249865,206.96038044968904
144000,71.4715311370735,236.4252368681439
144500,83.38073462320108,206.74317815511878
145000,88.16731413594789,199.4713925205227
145500,90.0700478766775,310.00060968288545
146000,94.64278874139654,278.9798837069385
146500,75.34771874762373,238.5128339720193
147000,71.95005806814152,235.63570175929925
147500,89.32974295567692,361.0442225997563
148000,80.1246705748556,304.82031994852366
148500,84.55743327784148,261.3773688680142
149000,79.35657038259524,212.6283696424706
149500,79.28546268089849,187.46211131673417
150000,86.02213055172479,176.77758453192453
150500,90.7281093830461,238.45228477351404
151000,86.2545678194856,292.1610767709349
151500,96.23357383805342,303.577535224323
152000,105.3378636945854,280.8502751433415
152500,102.26828366068366,319.2943542447263
153000,84.89840518549681,381.20266513949286
153500,91.92961352306884,306.4983372918483
154000,89.24215755206205,294.36199521965443
154500,75.61496220661502,258.0020003969542
155000,74.15628930722568,320.2016733347946
155500,93.84225277672522,257.56257560236196
156000,86.42825195751357,321.2859596250126
156500,73.6331374892834,304.3405659261018
157000,88.82325185778609,273.44824746034806
157500,91.30009790937402,307.0287808491152
158000,85.7926859387535,326.1393260752444
158500,88.7987138476019,243.94502833712116
159000,98.24566641211345,301.22500414234855
159500,91.48942148354035,283.8948761014781
160000,101.4216607791816,295.0101502763614
160500,93.57496566846385,387.6739358180988
161000,90.14681820870646,351.35668352731614
161500,85.13520933806285,366.45562330235504
162000,86.58835822105391,230.84585362223865
162500,76.02625702583768,338.20969475242845
163000,85.87797894875993,361.70596488904494
163500,63.76446844480233,375.90661976427145
164000,90.79089945224246,297.20879633449334
164500,89.02274551362643,231.77588480466545
165000,72.36004608021744,245.79579165025967
165500,74.18230018773102,248.71533579992726
166000,75.23835098177915,196.4624333179015
166500,79.17562826177235,285.24590517411417
167000,105.97144900496642,287.67023015519044
167500,88.24792935581581,295.9355902418083
168000,89.236740174445,233.36961352228158
168500,85.36312768444532,338.6888311532575
169000,81.2832564167602,350.8287083951363
169500,83.49073743265922,332.99565310360845
170000,81.77010593772934,269.4601654005051
170500,72.62815967343903,302.26112691590384
171000,84.8612752552217,307.75116509401397
171500,79.3514324939506,335.69788283778047
172000,103.11497556157065,303.87704978410693
172500,76.7746455536253,407.78159323024096
173000,100.11980288819495,246.10297996658537
173500,71.22142843915208,334.1036594553535
174000,97.06502207250742,317.1900722465361
174500,108.86503965224658,211.88597443838347
175000,96.88424723899789,271.86223020749173
175500,89.94166394136846,349.6529373256109
176000,102.59440166928835,385.0198814419102
176500,96.49208680420998,313.3556766705805
177000,102.9666775321383,364.3122026460949
177500,75.65879413359289,328.3493970229786
178000,75.780362637287,346.56497618180487
178500,107.50189378568575,274.61447037405316
179000,73.02543037154828,290.7256511249945
179500,92.05533022334572,213.13674333682582
180000,69.45230899646776,267.9937929932146
180500,78.90321540899458,358.4879597907245
181000,101.0682430559009,250.78324099672355
181500,88.41166625514416,358.23576127476537
182000,85.32236367078076,235.15297608978943
182500,94.19559637425195,366.4199125986774
183000,85.11762140879819,400.7809433494311
183500,77.98566938781292,273.55870217380766
184000,62.02570203741868,375.9958206321363
184500,87.35309977892149,158.56414210612738
185000,79.62495165510973,281.4025928337951
185500,85.3358159238087,275.835085357605
186000,96.3844108772644,292.870034191876
186500,111.41503996259598,209.55436932980285
187000,77.4266463451786,317.751374927187
187500,89.34858281883143,307.3570155469057
188000,96.54767099178275,356.787296893598
188500,85.83887139610306,386.4813178183474
189000,100.09930182299468,267.62822872165384
189500,85.47496631588905,298.706366380462
190000,105.20282586209942,242.8807465564106
190500,97.61567722447217,366.54135453637633
191000,94.1050796452474,444.6762175417398
191500,103.6838325826347,432.4718955338005
192000,125.71823169990239,219.379781384266
192500,76.01109190803618,308.50008850952497
193000,73.68018477370788,237.23269420658062
193500,78.69486191352928,253.2288765500207
194000,74.23033277117142,205.23948602432088
194500,81.60433485344402,266.6409705646208
195000,93.32644410162175,270.32925725471995
195500,86.79975708968414,218.10259539429356
196000,77.43743356450818,224.70001135218502
196500,78.86003049551789,334.9640338698222
197000,76.0802518347657,326.255650932511
197500,69.25963255271199,331.7556006769369
198000,81.51812193329897,206.9407774378249
198500,77.78866605935832,237.002420844457
199000,84.56074515795325,193.55110626210805
199500,78.59378263447616,283.3697865850798
200000,105.80861070915307,258.29655443271304
200500,79.1992023437997,352.41982715622254
201000,85.3142423966201,358.1091399393732
201500,97.68392011818264,272.40116078155825
202000,94.97714751951457,333.74151615188407
202500,91.02830016848156,269.77371572259807
203000,85.9625514460804,229.10802330807684
203500,82.90053483641532,264.737343039249
204000,82.88687305319763,193.97868318712037
204500,98.31342643316701,143.88971480782376
205000,71.51957406796237,265.60866170074445
205500,75.88530352884118,230.94714073172415
206000,74.34113430765501,251.27881249840988
206500,103.3702945716916,381.6028925731642
207000,95.67722569030991,396.1249603750382
207500,83.8073894646659,405.87421896282984
208000,104.31675600608287,286.4582848134142
208500,84.18471627587337,407.4700145979963
209000,112.78288670901361,246.40649036701373
209500,88.21943944682187,306.7199434575854
210000,102.47175410705401,209.64513038557408
210500,75.97255296187268,193.2588339274354
211000,78.84165220238356,310.7553274347577
211500,84.57567099733569,295.8781839874464
212000,86.45715394159197,311.2318126007646
212500,105.2195819463575,293.1503831945757
213000,92.68295374058653,260.0158684973635
213500,82.42276546187566,309.8634184754318
214000,84.19832170516005,362.5762351715831
214500,77.49566436361783,257.06563777859145
215000,68.17626636533168,248.6433785720556
215500,80.91862992811366,253.53744382757566
216000,103.03497041054652,212.03971902675664
216500,97.57845146299996,195.1972511100352
217000,81.35887866442863,355.74604775622595
217500,95.9941439670855,336.72682514618884
218000,98.4392290349806,322.48869684481645
218500,94.90263422534326,380.5165894937087
219000,104.16720708584944,324.60812469693747
219500,97.93965363166853,338.2614597245741
220000,106.30823229043199,371.3439326684693
220500,83.22057748609768,312.80285398797116
221000,85.44494455388303,339.8574017648668
221500,83.43502123632732,353.2398105919446
222000,107.01323927550402,295.282558255745
222500,92.92996652505826,335.77328859050067
223000,87.03764036953362,402.9205610660588
223500,108.83677800251621,273.9073421111832
224000,84.09331007080687,372.8978451134984
224500,103.18906623554571,282.00086813585
225000,86.93029433413903,276.51252876533573
225500,72.74606170521292,257.045177309402
226000,65.08045539861041,146.686602873933
226500,71.1467095905382,197.06961433592448
227000,75.4777609111743,292.5848130536314
227500,79.2156074973218,265.0292972946879
228000,85.78979484667434,212.07911544708784
228500,73.72098459056542,242.98480367643904
229000,73.20818053788753,181.7860723003684
229500,74.66169070116757,165.9469905490067
230000,63.985717581735116,208.3907857300018
230500,77.50412405680436,171.35778152024977
231000,71.59263270957484,263.42018732706174
231500,73.29911034819156,257.7729216663077
232000,77.43756110443564,288.75117642299546
232500,57.55713555627004,363.01033311476846
233000,80.90568146604346,221.60504462538816
233500,81.09996914453222,272.89516919686554
234000,72.01141874971393,328.74171780276936
234500,79.95237725973129,306.672823114827
235000,73.83516220339055,287.16362822351635
235500,104.4801036976205,332.1407479584701
236000,73.4051386913543,327.4187057598489
236500,77.68695900341481,318.50725906958115
237000,98.4060382798531,225.7084611836593
237500,79.79803373610775,302.82176592561797
238000,97.45638576169927,224.84761483827225
238500,78.23863410687409,266.64291980642236
239000,82.52013089889641,237.15104982558265
239500,72.47151944103098,323.49518974680376
240000,89.97268433119143,225.93157459477098
240500,77.05212467948786,345.66349135600325
241000,100.05554368047964,309.50640386167476
241500,77.21286253905419,309.77725438743846
242000,72.89924914306357,263.146216094954
242500,60.311053928199726,231.23659645914287
243000,91.68404052989204,237.8175125878056
243500,94.25168677042893,317.7638168509167
244000,93.4246398750636,352.05738087299835
244500,99.46242473123675,330.5224403768238
245000,96.75260827644115,321.8683578302023
245500,106.80554719986321,306.67284747653815
246000,83.6846690398379,352.43238429272606
246500,96.99839428744599,214.0314944631399
247000,90.48579104361124,320.2206263780071
247500,88.63922859626473,289.97817008943025
248000,71.21220644901041,326.4174415967703
248500,83.05322190015795,325.85807363604215
249000,69.52917267852354,387.0693285535905
249500,78.319516570009,257.7621621060908
250000,78.2403167714574,231.82057491013643
250500,79.91103571741769,283.0414363691377
251000,83.17959464785326,231.8276056845816
251500,77.25175385477314,272.29267177436486
252000,74.08475193037157,283.981127362941
252500,85.09327877816804,234.45320229990602
253000,82.45694983379872,364.83429002236335
253500,109.49308907279409,196.68041310069339
254000,72.51902974039058,372.38180974941554
254500,99.19342437483658,235.28582273890223
255000,84.52333860717772,290.4921388917503
255500,96.23390810132514,200.79363591662937
256000,93.00198779285736,209.38748071209145
256500,90.97300081341382,293.9722683447003
257000,80.52114952965348,240.30601657152073
257500,82.28040548184981,323.17010813261504
258000,84.45729203645533,265.51341866813283
258500,80.0960150811303,286.88523989654504
259000,76.50736054799563,341.85651810525565
259500,80.55620123581843,251.13348827801036
260000,94.37611279148769,310.72067451708244
260500,89.06915722951582,320.48611886219044
261000,82.55021714749819,295.65932597048663
261500,87.69597834765341,290.89104030417263
262000,95.40315083771202,289.45301835397595
262500,88.0418888443437,312.55917382236663
263000,101.28737816611056,307.30124086894534
263500,94.07338106860698,291.7332344192056
264000,96.61383076247876,246.18685427596458
264500,80.73829431072227,306.0506498484438
265000,89.62573113869439,356.2607471263035
265500,99.46102376965064,424.5968905890201
266000,87.50139004628727,455.5548771290795
266500,92.30032236590068,393.89356823309123
267000,101.70661700617347,280.684937660261
267500,76.37423712050577,351.86931614478135
268000,100.81380128248566,255.0240028352691
268500,69.7629204723803,341.59828500746346
269000,69.97880595228071,343.57855525705867
269500,98.9467062043841,336.69230038147344
270000,89.45929057210742,390.409767268658
270500,78.55165558459703,311.75652405224434
271000,95.80065922663198,411.3884955042926
271500,92.62771365121284,399.3753459574269
272000,102.85738916604207,324.51780050982666
272500,89.58836457469442,263.29680248212406
273000,91.23151807101385,249.68239909710152
273500,93.76266995134438,341.6554510668265
274000,76.1938528209248,316.11126514097066
274500,71.74679740036208,270.7881449156751
275000,82.95912524138112,268.6819036382813
275500,65.98779983302961,380.41118189280905
276000,86.63131532964634,312.2748064002579
276500,91.91207533519832,231.76335719403573
277000,77.32928668639579,233.1245108108123
277500,69.97750716086694,347.9275977863301
278000,81.99901334177554,293.8967140680969
278500,90.48961604549338,266.7852070766512
279000,78.66477014420451,338.17593481955186
279500,72.14974259924543,275.51915141930067
280000,76.29330200600089,306.68725343302407
280500,80.63453469688602,304.6020275658413
281000,83.48925355516991,345.1261340836316
281500,68.2194034912884,407.27890784609144
282000,78.35963183400872,316.20644617583184
282500,96.23994308977694,275.13970024382644
283000,64.50819498501141,308.5538776207745
283500,79.61823681709029,322.4935441557113
284000,87.65860057827456,360.1073111758595
284500,89.16303423545378,269.05382534972085
285000,78.14909590732486,266.30955380664284
285500,65.26072370544534,275.93892488893226
286000,77.8938848383325,233.5203916918953
286500,64.27381627012073,232.7172800112794
287000,73.26700557193362,219.928655166405
287500,76.65776105335681,209.38836782483256
288000,67.45918942358912,205.79322259490726
288500,91.5684022308269,220.02772783752263
289000,67.00619600412028,315.30129718368346
289500,94.86283704833477,282.94662414391547
290000,95.17146899328509,327.4575050706103
290500,108.02601524966667,415.04102997551684
291000,114.20520673112105,287.85721833294394
291500,80.67555223451632,270.5859465648056
292000,94.49343557337488,263.49522466064775
292500,68.6894344687853,431.5708575044389
293000,100.19989301505848,325.7160710636352
293500,74.33115789358271,271.4844088972457
294000,88.60000159717492,221.8620911095717
294500,84.32108259580855,274.5153724056001
295000,87.44161341227552,295.64244712217703
295500,86.06030332055525,281.9755249520733
296000,91.5970725704424,305.4610119369652
296500,97.97512433678799,250.7120716866287
297000,85.95399555762197,285.79737909965826
297500,70.888467636737,271.8782042216249
298000,75.90167563887462,328.93243167591174
298500,65.69096882912163,389.7415114357484
299000,87.43206886845363,311.6303307465169
299500,80.08897354512465,257.08314652844695
300000,90.64748206048716,265.6349573472172
300500,75.87512377169332,370.4957474093863
301000,79.03921971548698,288.6464992580219
301500,93.17674062225001,282.485573157147
302000,80.85165857275933,336.00605219481673
302500,104.81212193190726,278.77840002853475
303000,89.1885562677183,350.60563083442605
303500,89.69338245830727,290.409545479343
304000,76.08024838651181,376.9750707043861
304500,87.67226010136073,294.63463890760664
305000,69.30798953146586,306.784496735654
305500,95.94096455277031,256.52963026044813
306000,92.7589318065584,289.35977563275804
306500,79.72448561549504,272.104691035084
307000,72.2586083636852,345.90226309484507
307500,99.16047092399094,293.1536980027237
308000,76.47135899525236,366.95322413732003
308500,81.92294501516153,269.95027848511785
309000,66.99332475179108,235.16984823403158
309500,60.44361747169759,273.8368442751968
310000,80.08384979210314,250.84682481709154
310500,86.47315353027443,285.1086806067663
311000,81.88989826584293,337.6562332639362
311500,87.55844941269606,270.4013368568749
312000,87.0028584822465,259.83876391198527
312500,81.40428975434043,251.45725755488002
313000,91.32729819111682,164.79470940225315
313500,78.157349404064,269.6684789566086
314000,88.31913401192969,213.88053411336668
314500,84.00655686544633,287.2843754995047
315000,72.533325930498,283.6780395159921
315500,78.42391962114051,307.52525293312374
316000,72.08366005198332,270.29028967094564
316500,69.06234545472171,296.60105193934686
317000,66.62725690724619,294.77561701531295
317500,82.63804977304426,206.1390847228049
318000,71.6324490705606,282.7160794730464
318500,81.80689096860806,201.4661728641417
319000,79.13213413451467,262.24563954731605
319500,74.70970712396957,332.9936471801975
320000,85.80762110493379,287.2353630856387
320500,67.11672381880476,299.61128351526617
321000,65.69971069697749,318.37165030620935
321500,60.96879737327254,318.5794559105557
322000,74.90240642976495,257.8770687426757
322500,78.61783750808718,323.7774478556804
323000,93.76074860310473,285.15735401253255
323500,94.1036922332296,326.1806989447897
324000,86.99033051797596,328.70089080992244
324500,101.21136125351768,302.64852358062666
325000,103.00734663824551,260.08877324237966
325500,88.91965225041349,279.99829636433293
326000,81.58470662837863,312.4688362521778
326500,71.03226979823376,282.86565579263345
327000,99.97846780870276,251.92920394262518
327500,87.79279062218012,307.8821849927755
328000,100.50930594462261,276.2797593743838
328500,83.16514328435187,335.80755078286705
329000,100.68416858345927,191.20222689902855
329500,84.27960334879754,265.3419630591867
330000,77.34731757334703,303.5196345630019
330500,89.6115389858769,255.4002364594325
331000,91.76380293899547,278.3006173192716
331500,85.07101839396273,245.91134422555928
332000,91.01089821525636,262.04890558822797
332500,87.83849312689563,291.5234909454869
333000,92.51463352623159,273.78588233045656
333500,68.7719492877186,379.6146646126921
334000,101.09570615910343,286.4924483738472
334500,89.51920827744107,243.08046473612475
335000,78.11148320871644,295.0493738235981
335500,90.99032822529807,172.3766754893264
336000,78.95391271184434,255.24376335910083
336500,79.9435378090484,228.42254913661844
337000,91.76619622069478,171.8158577062683
337500,92.59670883483341,182.13939028345553
338000,66.69612690043732,274.1282296058743
338500,58.60322040263691,280.09324473800785
339000,83.02846297329405,199.128638993114
339500,76.32807794162107,232.98802740423218
340000,83.76985666371911,226.73112412736702
340500,77.6086840023454,333.9091266942844
341000,76.26024500231324,428.05598786005146
341500,94.19265070686379,251.81869502104914
342000,69.55210707990318,341.154191139702
342500,90.15748022397747,266.85122877091845
343000,81.61492501361317,275.6452153077656
343500,79.96719347579437,236.71739522275698
344000,56.58524152068016,311.5971299059443
344500,71.25851823236007,301.15910646940404
345000,83.12485425150726,279.14994449943543
345500,74.32774646757025,306.87489048723717
346000,86.32465768357565,284.4684626728729
346500,89.79626649778075,291.7503869386684
347000,94.47593556041829,193.21415869321618
347500,65.23140099461398,271.5329219027216
348000,72.045623972881,288.86513332521565
348500,93.84319102577865,269.3325415360043
349000,91.86687621561214,380.91653635829414
349500,93.41203190924716,292.16159274226834
350000,71.33612820121198,285.7557646997514
350500,83.33330588761964,197.86868283131085
351000,83.08426860741747,268.40377628198655
351500,73.46703956613055,271.0735678686032
352000,77.13337045608205,272.03852460822844
352500,60.045634438169714,317.1229066137921
353000,64.09733163512647,196.60969888048086
353500,74.16781196045486,236.02471839916984
354000,85.29053067115456,276.5675774079367
354500,70.32162973118537,330.908626977437
355000,84.78861332827046,288.92807530474863
355500,82.03100802288353,280.5680619856
356000,77.78842810349306,237.3708941239855
356500,80.85817668521703,241.99786902442906
357000,88.51134094459121,315.5100674432456
357500,83.64495677691632,273.7602522732576
358000,86.13340894817748,282.81572639739323
358500,80.08514400356299,365.0334279131377
359000,105.44277945567592,343.95361073893787
359500,107.28674553229314,306.3577173334968
360000,107.30965254432522,374.8308102563583
360500,114.341393302695,344.44665838505097
361000,101.03218533022573,334.4591249372994
361500,108.9335063981016,440.6881960296157
362000,110.7868094091973,303.38009208207285
362500,90.59472959416325,409.21400051049517
363000,78.50607967554515,367.27993775060503
363500,75.3034662194732,289.95296591718494
364000,79.42194607981082,301.73064920412105
364500,91.22532062816117,274.94057930284424
365000,73.96979829130578,260.1922366651629
365500,90.91999532635577,226.24209796423492
366000,87.07540632059681,253.6230991804308
366500,81.79814405331854,350.6040136878411
367000,101.37544004293159,256.25677066318576
367500,94.20006452555515,341.5909475966466
368000,114.03085589693364,264.0013238489542
368500,107.15411411174364,298.34524660183695
